id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,16.62,38.48,-1053.64,,,,
branch_002,13.49,41.61,-1079.24,,,,
branch_003,21.31,29.88,-1030.44,,,,
branch_004,17.4,33.01,-960.04,,,,
branch_005,18.18,32.22,-976.04,,,,
branch_006,8.8,34.57,-1052.04,,,,
branch_007,16.62,37.7,-1014.44,,,,
branch_008,8.8,31.44,-989.64,,,,
branch_009,19.75,28.31,-1062.44,,,,
