id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,15.84,30.66,-977.64,,,,
branch_002,11.93,40.83,-1077.64,,,,
branch_003,16.62,38.48,-1053.64,,,,
branch_004,21.31,29.88,-1030.44,,,,
branch_005,16.62,37.7,-1016.84,,,,
branch_006,8.8,31.44,-987.24,,,,
