id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,14.27,41.61,-980.84,0.3619,-0.4406,0.8215,
branch_002,9.58,34.57,-1051.24,-0.1482,0.1505,0.9774,0.606
branch_003,21.31,29.1,-1030.44,0.7465,0.4135,-0.5213,0.985
branch_004,9.58,32.22,-1026.44,0.1568,-0.0868,0.9838,0.192
branch_005,20.53,34.57,-972.84,-0.6937,0.1121,-0.7115,
branch_006,16.62,38.48,-1053.64,-0.5914,-0.325,0.738,0.238
branch_007,19.75,33.01,-981.64,-0.9147,-0.346,0.2087,
branch_008,16.62,37.7,-1016.84,-0.5857,-0.5126,0.6278,0.319
branch_009,14.27,43.17,-1079.24,-0.8489,-0.5178,0.1063,0.862
