id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,16.62,30.66,-976.84,0.0412,0.5113,-0.8584,1.814
branch_002,17.4,33.79,-954.44,-0.248,0.4718,-0.8461,1.222
branch_003,8.8,31.44,-988.84,0.8598,0.1672,-0.4825,1.71
branch_004,20.53,34.57,-995.24,-0.7965,-0.5555,-0.2388,1.231
branch_005,19.75,28.31,-1060.84,0.3476,-0.0443,0.9366,0.952
branch_006,9.58,29.1,-1024.84,0.243,-0.2257,0.9434,0.97
