id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,10.36,40.83,-1080.04,0.9816,-0.1249,-0.1447,0.784
branch_002,16.62,38.48,-1052.84,-0.4784,-0.4697,0.742,1.119
branch_003,9.58,34.57,-1052.04,0.9877,-0.1073,0.1138,0.782
branch_004,21.31,29.1,-1030.44,-0.7281,-0.5929,0.3438,1.346
branch_005,8.8,33.79,-1019.24,0.9266,-0.0594,0.3713,0.782
branch_006,17.4,38.48,-1013.64,-0.3425,-0.7284,0.5935,1.008
branch_007,16.62,33.01,-957.64,0.0289,0.6577,-0.7527,2.07
branch_008,10.36,44.74,-962.44,0.5244,-0.4762,-0.7058,0.956
