id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,16.62,31.44,-963.24,-0.8834,-0.0767,0.4624,1.633
branch_002,15.05,27.53,-1000.04,-0.0927,-0.0383,0.995,0.97
branch_003,21.31,29.1,-1031.24,0.0139,0.0344,0.9993,0.333
branch_004,17.4,31.44,-980.04,0.6444,0.7408,0.1896,1.369
branch_005,18.18,38.48,-1053.64,-0.1548,0.1247,0.98,0.222
