instance_id,parent_instance_id,ostium_x_mm,ostium_y_mm,ostium_z_mm,seed_x_mm,seed_y_mm,seed_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,aorta,22.63,-176.37,266.6,22.63,-176.37,271.6,0.0,0.0,1.0,
