id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,16.14,-152.86,320.6,-0.088,0.7963,-0.5984,3.783
branch_002,17.64,-151.36,337.1,0.1185,0.9641,-0.2377,3.034
branch_003,2.64,-142.36,313.1,0.817,-0.1029,-0.5674,2.091
