id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,17.4,30.66,-975.24,0.1003,0.5865,-0.8037,0.055
branch_002,8.8,31.44,-984.84,0.5409,0.2688,-0.797,1.036
branch_003,21.31,35.35,-994.44,-0.8335,-0.4668,-0.2957,1.448
branch_004,18.96,27.53,-1059.24,-0.2074,-0.1844,-0.9607,0.93
branch_005,21.31,29.1,-1030.44,-0.7735,-0.5732,0.2703,0.902
branch_006,6.45,38.48,-962.44,-0.0452,-0.4642,0.8846,0.494
