id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,20.53,35.35,-995.24,,,,
branch_002,8.8,31.44,-987.24,,,,
branch_003,16.62,31.44,-976.04,,,,
branch_004,16.62,33.01,-956.84,,,,
branch_005,19.75,28.31,-1060.04,,,,
branch_006,21.31,29.88,-1030.44,,,,
branch_007,17.4,38.48,-1054.44,,,,
