id,ostium_x_mm,ostium_y_mm,ostium_z_mm,dir_x,dir_y,dir_z,radius_mm
branch_001,14.27,42.39,-1079.24,,,,
branch_002,18.18,32.22,-975.24,,,,
branch_003,11.93,36.13,-1052.84,,,,
branch_004,21.31,29.88,-1030.44,,,,
branch_005,17.4,39.26,-1053.64,,,,
branch_006,9.58,36.13,-1079.24,,,,
branch_007,16.62,37.7,-1016.04,,,,
branch_008,16.62,31.44,-961.64,,,,
branch_009,19.75,28.31,-1062.44,,,,
branch_010,14.27,41.61,-979.24,,,,
branch_011,8.8,31.44,-989.64,,,,
